,Date,Title,Link
32,04:19AM,Scotland's Covid-19 approach is fueling independence movement,https://www.cnn.com/videos/world/2020/07/24/scotland-independence-covid-19-pandemic-boris-johnson-nicola-sturgeon-robertson-pkg-intl-ldn-vpx.cnn
33,04:00AM,"These are some of the 91,000 people who've died since the US reopened",https://www.cnn.com/2020/07/25/health/coronavirus-covid-19-victims-memories-us-reopening-trnd/index.html
34,03:38AM,Reliance Overtakes Exxon to Become World’s No. 2 Energy Company,https://www.bloomberg.com/news/articles/2020-07-25/reliance-overtakes-exxon-to-become-world-s-no-2-energy-company?srnd=markets-vp
35,02:59AM,Unilever to Place Limuru Tea of Kenya Under Separate Company,https://www.bloomberg.com/news/articles/2020-07-25/unilever-to-place-limuru-tea-of-kenya-under-separate-company?srnd=markets-vp
36,01:00AM,Traders Look to Data to Shake German Bonds Out of Summer Stupor,https://www.bloomberg.com/news/articles/2020-07-25/traders-look-to-data-to-shake-german-bonds-out-of-summer-stupor?srnd=markets-vp
37,12:00AM,Everyone's a Day Trader Now,https://www.wsj.com/articles/everyones-a-day-trader-now-11595649609
38,Jul-24,"Need Help With Your Estate Plan? Go With the Flow, Advisers Say",https://www.nytimes.com/2020/07/24/your-money/need-help-with-your-estate-plan-go-with-the-flow-advisers-say.html
39,Jul-24,"Charles Payne: When looking to trade, keep daily log of major moves",https://video.foxbusiness.com/v/6174826767001/
40,Jul-24,"Wall Street Week Ahead: Investors hedging, worry about exuberance, as U.S. risks rise",https://www.reuters.com/article/us-usa-stocks-weekahead/wall-street-week-ahead-investors-hedging-worry-about-exuberance-as-u-s-risks-rise-idUSKCN24P2HB
41,Jul-24,UPDATE 1-Hedge fund Bridgewater Associates sued by former co-CEO Murray,https://www.reuters.com/article/bridgewater-associates-lawsuit/update-1-hedge-fund-bridgewater-associates-sued-by-former-co-ceo-murray-idUSL2N2EW00L
42,Jul-24,Hedge fund Bridgewater Associates sued by former co-CEO Murray,https://www.reuters.com/article/bridgewater-associates-lawsuit/hedge-fund-bridgewater-associates-sued-by-former-co-ceo-murray-idUSL3N2EW00V
43,Jul-24,Asia Profits Tank 73% as Earnings Season Kicks into High Gear,https://www.bloomberg.com/news/articles/2020-07-25/asia-profits-tank-73-as-earnings-season-kicks-into-high-gear?srnd=markets-vp
44,Jul-24,Bridgewater Associates lays off several dozen employees,https://www.foxbusiness.com/markets/bridgewater-associates-lays-off-several-dozen-employees
45,Jul-24,"United Airlines, Pfizer, Spotify Technology: Stocks That Defined the Week",https://www.wsj.com/articles/united-airlines-pfizer-spotify-technology-stocks-that-defined-the-week-11595633373
46,Jul-24,New York Fed's gold vault: How much does it hold?,https://www.foxbusiness.com/markets/new-york-fed-gold-vault-facts
47,Jul-24,Coronavirus: Portugal still on quarantine list for holidaymakers,https://www.bbc.co.uk/news/business-53528490
48,Jul-24,Former Bridgewater Associates Co-CEO Eileen Murray Sues Firm,https://www.wsj.com/articles/former-bridgewater-associates-co-ceo-eileen-murray-sues-firm-11595629934
49,Jul-24,"Almost 1,000 apply for receptionist job in Manchester",https://www.bbc.co.uk/news/business-53528653
50,Jul-24,Men's Wearhouse's Tailored Brands gets NYSE delisting notice,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/LKoEsszppSM/story.aspx
51,Jul-24,Silver prices poised to outshine gold,https://www.foxbusiness.com/markets/silver-prices-poised-outshine-gold
52,Jul-24,Safe to Go Out? Republicans and Democrats Widely Split,https://www.nytimes.com/2020/07/24/business/economy/republicans-democrats-coronavirus-survey.html
53,Jul-24,Flickers of Post-Virus Optimism Appear in Canadian Earnings,https://www.bloomberg.com/news/articles/2020-07-24/flickers-of-post-virus-optimism-appear-in-canadian-earnings?srnd=markets-vp
54,Jul-24,Chinese electric-car maker Li Auto sets IPO terms,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/4r-Rlc7-2Aw/story.aspx
55,Jul-24,Stonegate sells 1.2 billion pounds of bonds to finance deal with Ei Group,https://www.reuters.com/article/stonegate-bond/stonegate-sells-1-2-billion-pounds-of-bonds-to-finance-deal-with-ei-group-idUSL3N2EV3DX
56,Jul-24,Market ‘braced' for potential Biden win: UBS portfolio manager,https://video.foxbusiness.com/v/6174771764001/
57,Jul-24,"Bubble Angst Rears Its Head in Nasdaq, Striking Fear Into Bulls",https://www.bloomberg.com/news/articles/2020-07-24/bubble-angst-rears-its-head-in-nasdaq-striking-fear-into-bulls?srnd=markets-vp
58,Jul-24,EXCLUSIVE-Mexico moves to launch world's largest oil hedge -sources,https://www.reuters.com/article/mexico-hedge-oil/exclusive-mexico-moves-to-launch-worlds-largest-oil-hedge-sources-idUSL2N2EV1KB
59,Jul-24,AMD stock price closes above Intel's as next-gen chip saga takes surprise turn,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/JvY1cXQX4QY/story.aspx
60,Jul-24,Here's what happened to the stock market on Friday,https://www.cnbc.com/2020/07/24/what-happened-to-the-stock-market-friday-techs-struggles-lead-to-weekly-losses-on-wall-street.html
61,Jul-24,Dow falls 180 points as stocks suffer weekly decline on tech-led weakness,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/qeKNgHPKPNI/story.aspx
62,Jul-24,"US STOCKS-Wall Street closes lower as Intel dives, earnings and pandemic weigh",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-closes-lower-as-intel-dives-earnings-and-pandemic-weigh-idUSL2N2EV1IX
63,Jul-24,Ireland plans to extend expanded help-to-buy home scheme beyond 2020,https://www.reuters.com/article/ireland-economy-housing/ireland-plans-to-extend-expanded-help-to-buy-home-scheme-beyond-2020-idUSL5N2EV634
64,Jul-24,House official confirms Big Tech hearing for July 27 has been postponed,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/B6v3hyClyPg/story.aspx
65,Jul-24,CANADA FX DEBT-C$ eases vs U.S. dollar; set to finish week up about 1%,https://www.reuters.com/article/canada-forex/canada-fx-debt-c-eases-vs-u-s-dollar-set-to-finish-week-up-about-1-idUSL2N2EV1GK
66,Jul-24,"Novavax’s 3,500% Surge on a Covid-19 Vaccine Faces First Test",https://www.bloomberg.com/news/articles/2020-07-24/novavax-s-3-500-surge-on-a-covid-19-vaccine-faces-first-test?srnd=markets-vp
67,Jul-24,UPDATE 2-German COVID-19 vaccine developer CureVac files for U.S. IPO,https://www.reuters.com/article/curevac-ipo/update-2-german-covid-19-vaccine-developer-curevac-files-for-u-s-ipo-idUSL3N2EV38S
68,Jul-24,"Hertz to Cut $6 Billion in Vehicle Debt by Year End, Lawyer Says",https://www.bloomberg.com/news/articles/2020-07-24/hertz-to-cut-6-billion-in-vehicle-debt-by-year-end-lawyer-says?srnd=markets-vp
69,Jul-24,"EMERGING MARKETS-Brazil's real to outperform Latam peers for week, but sentiment weak",https://www.reuters.com/article/emerging-markets-latam/emerging-markets-brazils-real-to-outperform-latam-peers-for-week-but-sentiment-weak-idUSL2N2EV1CJ
70,Jul-24,TREASURIES-Yields mixed as fiscal stimulus and Fed meeting loom,https://www.reuters.com/article/usa-bonds/treasuries-yields-mixed-as-fiscal-stimulus-and-fed-meeting-loom-idUSL2N2EV16B
71,Jul-24,"Wall St Week Ahead-Investors hedging, worry about exuberance, as U.S. risks rise",https://www.reuters.com/article/usa-stocks-weekahead/wall-st-week-ahead-investors-hedging-worry-about-exuberance-as-u-s-risks-rise-idUSL2N2EU136
72,Jul-24,"GLOBAL MARKETS-Shares retreat globally on U.S.-China tensions, gold soars",https://www.reuters.com/article/global-markets/global-markets-shares-retreat-globally-on-u-s-china-tensions-gold-soars-idUSL2N2EV1CR
73,Jul-24,"FOREX-Dollar slump continue on U.S. economic worries, safe-haven yen gains",https://www.reuters.com/article/global-forex/forex-dollar-slump-continue-on-u-s-economic-worries-safe-haven-yen-gains-idUSL2N2EV1B9
74,Jul-24,"U.S. oil futures end modestly higher for the session, up over 1% for the week",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/MC24SXAQt8U/story.aspx
75,Jul-24,"SunTrust analyst throws in the towel on 6 hotel stocks, says sell ahead of earnings",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/a1gHxJcVbkA/story.aspx
76,Jul-24,"US STOCKS-Wall Street slides as Intel dives, earnings and pandemic weigh",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-slides-as-intel-dives-earnings-and-pandemic-weigh-idUSL2N2EV1CD
77,Jul-24,UPDATE 2-Chilean health minister sets gradual lifting of Santiago lockdown,https://www.reuters.com/article/health-coronavirus-chile/update-2-chilean-health-minister-sets-gradual-lifting-of-santiago-lockdown-idUSL2N2EV1BR
78,Jul-24,16 States Go Ahead With ‘Back to School’ Sales Tax Holidays,https://www.nytimes.com/2020/07/24/your-money/back-to-school-tax-holiday-coronavirus.html
79,Jul-24,Wall Street bull: Fed liquidity 'punch bowl' poses risks to the markets,https://video.foxbusiness.com/v/6174747002001/
80,Jul-24,Gold surges to record close as U.S.-China tensions escalate and coronavirus concerns rise,https://www.cnbc.com/2020/07/24/gold-surges-to-record-close-as-us-china-tensions-escalate-and-coronavirus-concerns-rise.html
81,Jul-24,UPDATE 1-ECB tells Monte dei Paschi to boost capital for bad loan deal -sources,https://www.reuters.com/article/monte-dei-paschi-capital/update-1-ecb-tells-monte-dei-paschi-to-boost-capital-for-bad-loan-deal-sources-idUSL5N2EV5WF
82,Jul-24,UPDATE 1-Chilean health minister sets gradual lifting of Santiago lockdown,https://www.reuters.com/article/health-coronavirus-chile/update-1-chilean-health-minister-sets-gradual-lifting-of-santiago-lockdown-idUSL2N2EV1BR
83,Jul-24,South Africa Insurers Mull Interim Relief for Virus-Hit Clients,https://www.bloomberg.com/news/articles/2020-07-24/s-african-insurers-to-mull-interim-relief-for-virus-hit-clients?srnd=markets-vp
84,Jul-24,Chilean central bank strikes deal with China to expand currency swap to $7.1 bln,https://www.reuters.com/article/chile-economy/chilean-central-bank-strikes-deal-with-china-to-expand-currency-swap-to-7-1-bln-idUSL2N2EV1BX
85,Jul-24,The Tech-Backed Institute That Shapes How Governments Approach Big Tech,https://www.nytimes.com/2020/07/24/technology/global-antitrust-institute-google-amazon-qualcomm.html
86,Jul-24,Chilean health minister announces gradual lifting of Santiago lockdown,https://www.reuters.com/article/health-coronavirus-chile/chilean-health-minister-announces-gradual-lifting-of-santiago-lockdown-idUSL2N2EV1AU
87,Jul-24,UPDATE 1-German COVID-19 vaccine developer CureVac files for U.S. IPO,https://www.reuters.com/article/curevac-ipo/update-1-german-covid-19-vaccine-developer-curevac-files-for-u-s-ipo-idUSL3N2EV38S
88,Jul-24,McDonald's to require face coverings in all its U.S. restaurants starting August 1,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/TE-mB2F5syI/story.aspx
89,Jul-24,CORRECTED-Spain considering guaranteeing credit lines to renewables firm Abengoa - source,https://www.reuters.com/article/spain-abengoa-credit/corrected-spain-considering-guaranteeing-credit-lines-to-renewables-firm-abengoa-source-idUSL5N2EV2SG
